option,date,timestamp_ms,datetime_et,price,size,exchange,conditions
O:SPY240315C00470000,2024-03-14,1710425019006,2024-03-14T10:03:39.006000-04:00,43.76,1,304,[232]
O:SPY240315C00470000,2024-03-14,1710425019006,2024-03-14T10:03:39.006000-04:00,43.76,1,322,[232]
O:SPY240315C00470000,2024-03-14,1710425018632,2024-03-14T10:03:38.632000-04:00,44.02,3,308,[232]
O:SPY240315C00470000,2024-03-14,1710425018632,2024-03-14T10:03:38.632000-04:00,43.76,1,302,[232]
O:SPY240315C00470000,2024-03-14,1710425018632,2024-03-14T10:03:38.632000-04:00,43.76,3,304,[232]
O:SPY240315C00470000,2024-03-14,1710425018632,2024-03-14T10:03:38.632000-04:00,43.76,1,322,[232]
O:SPY240315C00470000,2024-03-14,1710424602127,2024-03-14T09:56:42.127000-04:00,44.21,1,322,[232]
O:SPY240315C00470000,2024-03-14,1710424433523,2024-03-14T09:53:53.523000-04:00,44.19,1,322,[232]
O:SPY240315C00470000,2024-03-14,1710423395994,2024-03-14T09:36:35.994000-04:00,46.74,14,316,[209]
O:SPY240315C00470000,2024-03-14,1710423344262,2024-03-14T09:35:44.262000-04:00,46.82,1,322,[232]
O:SPY240315C00470000,2024-03-14,1710423212203,2024-03-14T09:33:32.203000-04:00,46.64,2,316,[209]
O:SPY240315C00470000,2024-03-14,1710423212200,2024-03-14T09:33:32.200000-04:00,46.64,2,303,[209]
O:SPY240315C00470000,2024-03-14,1710423212139,2024-03-14T09:33:32.139000-04:00,46.64,1,316,[209]
O:SPY240315C00470000,2024-03-14,1710423093387,2024-03-14T09:31:33.387000-04:00,46.78,1,313,[232]
O:SPY240315C00470000,2024-03-14,1710423001427,2024-03-14T09:30:01.427000-04:00,46.93,1,322,[232]
O:SPY240315C00470000,2024-03-14,1710423001427,2024-03-14T09:30:01.427000-04:00,46.94,1,322,[232]
O:SPY240315C00470000,2024-03-15,1710532587220,2024-03-15T15:56:27.220000-04:00,39.51,1,308,[240]
O:SPY240315C00470000,2024-03-15,1710532124778,2024-03-15T15:48:44.778000-04:00,39.77,1,302,[233]
O:SPY240315C00470000,2024-03-15,1710530710457,2024-03-15T15:25:10.457000-04:00,40,1,304,[209]
O:SPY240315C00470000,2024-03-15,1710526011273,2024-03-15T14:06:51.273000-04:00,39.5,1,312,[227]
O:SPY240315C00470000,2024-03-15,1710524923394,2024-03-15T13:48:43.394000-04:00,39,1,304,[209]
O:SPY240315C00470000,2024-03-15,1710517020665,2024-03-15T11:37:00.665000-04:00,40.15,2,308,[240]
O:SPY240315C00470000,2024-03-15,1710516890686,2024-03-15T11:34:50.686000-04:00,40.4,4,303,[209]
O:SPY240315C00470000,2024-03-15,1710513491016,2024-03-15T10:38:11.016000-04:00,41,25,325,[219]
O:SPY240315C00470000,2024-03-15,1710510596292,2024-03-15T09:49:56.292000-04:00,39.56,1,302,[233]
O:SPY240315C00470000,2024-03-15,1710510038394,2024-03-15T09:40:38.394000-04:00,39.09,2,323,[240]
O:SPY240315C00470000,2024-03-15,1710509401599,2024-03-15T09:30:01.599000-04:00,40.27,1,322,[232]
